_norm_symbol,symbol,exchange,file,records,first_timestamp,last_timestamp,listing_date,delisting_date,universe_status,expected_trading_days,observed_trading_days,missing_trading_days,coverage_status,audited_expected_trading_days,audited_missing_trading_days,audited_coverage_status
000825.SZ,000825,SZ,data/stock_1m/SZ/000825.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-10-21,,L,4030,4030,0,complete,4030,0,complete
000826.SZ,000826,SZ,data/stock_1m/SZ/000826.parquet,965498,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-02-25,,L,4030,4007,23,partial,4007,0,complete
000828.SZ,000828,SZ,data/stock_1m/SZ/000828.parquet,960437,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-17,,L,4030,3986,44,partial,3986,0,complete
000829.SZ,000829,SZ,data/stock_1m/SZ/000829.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-12-02,,L,4030,4030,0,complete,4030,0,complete
000830.SZ,000830,SZ,data/stock_1m/SZ/000830.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-08-07,,L,4030,4030,0,complete,4030,0,complete
000831.SZ,000831,SZ,data/stock_1m/SZ/000831.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-09-11,,L,4030,4027,3,partial,4027,0,complete
000833.SZ,000833,SZ,data/stock_1m/SZ/000833.parquet,968390,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-11-11,,L,4030,4019,11,partial,4019,0,complete
000837.SZ,000837,SZ,data/stock_1m/SZ/000837.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-09-28,,L,4030,4026,4,partial,4026,0,complete
000838.SZ,000838,SZ,data/stock_1m/SZ/000838.parquet,969543,2010-01-04 09:30:00,2026-07-31 15:00:00,1997-06-26,,L,4030,4023,7,partial,4023,0,complete
000839.SZ,000839,SZ,data/stock_1m/SZ/000839.parquet,961401,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-10-31,,L,4030,3990,40,partial,3990,0,complete
000848.SZ,000848,SZ,data/stock_1m/SZ/000848.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-11-13,,L,4030,4030,0,complete,4030,0,complete
000850.SZ,000850,SZ,data/stock_1m/SZ/000850.parquet,954171,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-10-07,,L,4030,3960,70,partial,3960,0,complete
000852.SZ,000852,SZ,data/stock_1m/SZ/000852.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-11-26,,L,4030,4025,5,partial,4025,0,complete
000856.SZ,000856,SZ,data/stock_1m/SZ/000856.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-08-13,,L,4030,4024,6,partial,4024,0,complete
000858.SZ,000858,SZ,data/stock_1m/SZ/000858.parquet,966944,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-04-27,,L,4030,4013,17,partial,4013,0,complete
000859.SZ,000859,SZ,data/stock_1m/SZ/000859.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-11-19,,L,4030,4028,2,partial,4028,0,complete
000860.SZ,000860,SZ,data/stock_1m/SZ/000860.parquet,963088,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-11-04,,L,4030,3997,33,partial,3997,0,complete
000862.SZ,000862,SZ,data/stock_1m/SZ/000862.parquet,957545,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-09-15,,L,4030,3974,56,partial,3998,24,partial
000863.SZ,000863,SZ,data/stock_1m/SZ/000863.parquet,946700,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-09-25,,L,4030,3929,101,partial,3929,0,complete
000868.SZ,000868,SZ,data/stock_1m/SZ/000868.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-25,,L,4030,4030,0,complete,4030,0,complete
000869.SZ,000869,SZ,data/stock_1m/SZ/000869.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-10-26,,L,4030,4030,0,complete,4030,0,complete
000875.SZ,000875,SZ,data/stock_1m/SZ/000875.parquet,965980,2010-01-04 09:30:00,2026-08-07 10:21:00,2002-09-26,,L,4030,4009,21,partial,4009,0,complete
000876.SZ,000876,SZ,data/stock_1m/SZ/000876.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-03-11,,L,4030,4025,5,partial,4025,0,complete
000877.SZ,000877,SZ,data/stock_1m/SZ/000877.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-01-07,,L,4030,4030,0,complete,4030,0,complete
000878.SZ,000878,SZ,data/stock_1m/SZ/000878.parquet,959473,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-02,,L,4030,3982,48,partial,3994,12,partial
000880.SZ,000880,SZ,data/stock_1m/SZ/000880.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-04-02,,L,4030,4030,0,complete,4030,0,complete
000881.SZ,000881,SZ,data/stock_1m/SZ/000881.parquet,951761,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-09-02,,L,4030,3950,80,partial,3950,0,complete
000882.SZ,000882,SZ,data/stock_1m/SZ/000882.parquet,958991,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-16,,L,4030,3980,50,partial,3980,0,complete
000883.SZ,000883,SZ,data/stock_1m/SZ/000883.parquet,951279,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-05-19,,L,4030,3948,82,partial,3948,0,complete
000885.SZ,000885,SZ,data/stock_1m/SZ/000885.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-03-19,,L,4030,4030,0,complete,4030,0,complete
000886.SZ,000886,SZ,data/stock_1m/SZ/000886.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-01-23,,L,4030,4030,0,complete,4030,0,complete
000887.SZ,000887,SZ,data/stock_1m/SZ/000887.parquet,956822,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-12-03,,L,4030,3971,59,partial,3971,0,complete
000888.SZ,000888,SZ,data/stock_1m/SZ/000888.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-10-21,,L,4030,4030,0,complete,4030,0,complete
000889.SZ,000889,SZ,data/stock_1m/SZ/000889.parquet,944772,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-12-18,,L,4030,3921,109,partial,3921,0,complete
000890.SZ,000890,SZ,data/stock_1m/SZ/000890.parquet,951279,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-01-19,,L,4030,3948,82,partial,3948,0,complete
000892.SZ,000892,SZ,data/stock_1m/SZ/000892.parquet,948628,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-01-15,,L,4030,3937,93,partial,3937,0,complete
000893.SZ,000893,SZ,data/stock_1m/SZ/000893.parquet,968149,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-12-24,,L,4030,4018,12,partial,4018,0,complete
000895.SZ,000895,SZ,data/stock_1m/SZ/000895.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-12-10,,L,4030,4030,0,complete,4030,0,complete
000897.SZ,000897,SZ,data/stock_1m/SZ/000897.parquet,968390,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-04-22,,L,4030,4019,11,partial,4019,0,complete
000898.SZ,000898,SZ,data/stock_1m/SZ/000898.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-12-25,,L,4030,4030,0,complete,4030,0,complete
000899.SZ,000899,SZ,data/stock_1m/SZ/000899.parquet,961401,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-11-26,,L,4030,3990,40,partial,3990,0,complete
000900.SZ,000900,SZ,data/stock_1m/SZ/000900.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-01-28,,L,4030,4030,0,complete,4030,0,complete
000901.SZ,000901,SZ,data/stock_1m/SZ/000901.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-04-01,,L,4030,4023,7,partial,4026,3,partial
000902.SZ,000902,SZ,data/stock_1m/SZ/000902.parquet,967185,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-04-08,,L,4030,4014,16,partial,4014,0,complete
000903.SZ,000903,SZ,data/stock_1m/SZ/000903.parquet,963329,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-04-15,,L,4030,3998,32,partial,3998,0,complete
000905.SZ,000905,SZ,data/stock_1m/SZ/000905.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-04-29,,L,4030,4030,0,complete,4030,0,complete
000906.SZ,000906,SZ,data/stock_1m/SZ/000906.parquet,966462,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-07-07,,L,4030,4011,19,partial,4011,0,complete
000908.SZ,000908,SZ,data/stock_1m/SZ/000908.parquet,969114,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-02-03,,L,4030,4023,7,partial,4023,0,complete
000909.SZ,000909,SZ,data/stock_1m/SZ/000909.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-05-07,,L,4030,4030,0,complete,4030,0,complete
000910.SZ,000910,SZ,data/stock_1m/SZ/000910.parquet,967185,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-06-30,,L,4030,4014,16,partial,4014,0,complete
000911.SZ,000911,SZ,data/stock_1m/SZ/000911.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-05-27,,L,4030,4025,5,partial,4025,0,complete
000912.SZ,000912,SZ,data/stock_1m/SZ/000912.parquet,961642,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-06-03,,L,4030,3991,39,partial,3991,0,complete
000913.SZ,000913,SZ,data/stock_1m/SZ/000913.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-05-14,,L,4030,4024,6,partial,4024,0,complete
000915.SZ,000915,SZ,data/stock_1m/SZ/000915.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-06-09,,L,4030,4030,0,complete,4030,0,complete
000917.SZ,000917,SZ,data/stock_1m/SZ/000917.parquet,957786,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-03-25,,L,4030,3975,55,partial,3975,0,complete
000919.SZ,000919,SZ,data/stock_1m/SZ/000919.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-11-18,,L,4030,4030,0,complete,4030,0,complete
000920.SZ,000920,SZ,data/stock_1m/SZ/000920.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-06-16,,L,4030,4030,0,complete,4030,0,complete
000921.SZ,000921,SZ,data/stock_1m/SZ/000921.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-07-13,,L,4030,4030,0,complete,4030,0,complete
000922.SZ,000922,SZ,data/stock_1m/SZ/000922.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-06-18,,L,4030,4030,0,complete,4030,0,complete
000923.SZ,000923,SZ,data/stock_1m/SZ/000923.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-07-14,,L,4030,4030,0,complete,4030,0,complete
000925.SZ,000925,SZ,data/stock_1m/SZ/000925.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-06-11,,L,4030,4022,8,partial,4022,0,complete
000926.SZ,000926,SZ,data/stock_1m/SZ/000926.parquet,968872,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-06-18,,L,4030,4021,9,partial,4021,0,complete
000927.SZ,000927,SZ,data/stock_1m/SZ/000927.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-07-27,,L,4030,4026,4,partial,4026,0,complete
000928.SZ,000928,SZ,data/stock_1m/SZ/000928.parquet,964052,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-03-12,,L,4030,4001,29,partial,4001,0,complete
000929.SZ,000929,SZ,data/stock_1m/SZ/000929.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-06-23,,L,4030,4029,1,partial,4029,0,complete
000930.SZ,000930,SZ,data/stock_1m/SZ/000930.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-07-12,,L,4030,4030,0,complete,4030,0,complete
000931.SZ,000931,SZ,data/stock_1m/SZ/000931.parquet,966703,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-07-12,,L,4030,4012,18,partial,4012,0,complete
000932.SZ,000932,SZ,data/stock_1m/SZ/000932.parquet,961883,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-08-03,,L,4030,3992,38,partial,3992,0,complete
000933.SZ,000933,SZ,data/stock_1m/SZ/000933.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-08-31,,L,4030,4022,8,partial,4022,0,complete
000935.SZ,000935,SZ,data/stock_1m/SZ/000935.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-08-24,,L,4030,4024,6,partial,4024,0,complete
000936.SZ,000936,SZ,data/stock_1m/SZ/000936.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-08-10,,L,4030,4030,0,complete,4030,0,complete
000937.SZ,000937,SZ,data/stock_1m/SZ/000937.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-09-09,,L,4030,4030,0,complete,4030,0,complete
000938.SZ,000938,SZ,data/stock_1m/SZ/000938.parquet,948628,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-11-04,,L,4030,3937,93,partial,3937,0,complete
000948.SZ,000948,SZ,data/stock_1m/SZ/000948.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-10-14,,L,4030,4026,4,partial,4026,0,complete
000949.SZ,000949,SZ,data/stock_1m/SZ/000949.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-10-21,,L,4030,4030,0,complete,4030,0,complete
000950.SZ,000950,SZ,data/stock_1m/SZ/000950.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-09-16,,L,4030,4023,7,partial,4025,2,partial
000951.SZ,000951,SZ,data/stock_1m/SZ/000951.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-11-25,,L,4030,4030,0,complete,4030,0,complete
000952.SZ,000952,SZ,data/stock_1m/SZ/000952.parquet,966944,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-11-12,,L,4030,4013,17,partial,4013,0,complete
000953.SZ,000953,SZ,data/stock_1m/SZ/000953.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-12-02,,L,4030,4030,0,complete,4030,0,complete
000955.SZ,000955,SZ,data/stock_1m/SZ/000955.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-12-09,,L,4030,4026,4,partial,4026,0,complete
000957.SZ,000957,SZ,data/stock_1m/SZ/000957.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-01-13,,L,4030,4030,0,complete,4030,0,complete
000958.SZ,000958,SZ,data/stock_1m/SZ/000958.parquet,962606,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-12-23,,L,4030,3995,35,partial,3995,0,complete
000959.SZ,000959,SZ,data/stock_1m/SZ/000959.parquet,952002,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-12-16,,L,4030,3951,79,partial,3951,0,complete
000960.SZ,000960,SZ,data/stock_1m/SZ/000960.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-02-21,,L,4030,4022,8,partial,4024,2,partial
000962.SZ,000962,SZ,data/stock_1m/SZ/000962.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-01-20,,L,4030,4024,6,partial,4024,0,complete
000963.SZ,000963,SZ,data/stock_1m/SZ/000963.parquet,964293,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-01-27,,L,4030,4002,28,partial,4002,0,complete
000965.SZ,000965,SZ,data/stock_1m/SZ/000965.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-04-06,,L,4030,4030,0,complete,4030,0,complete
000966.SZ,000966,SZ,data/stock_1m/SZ/000966.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-03-16,,L,4030,4030,0,complete,4030,0,complete
000967.SZ,000967,SZ,data/stock_1m/SZ/000967.parquet,956581,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-03-30,,L,4030,3970,60,partial,3974,4,partial
000968.SZ,000968,SZ,data/stock_1m/SZ/000968.parquet,955376,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-06-22,,L,4030,3965,65,partial,3965,0,complete
000969.SZ,000969,SZ,data/stock_1m/SZ/000969.parquet,956340,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-05-29,,L,4030,3969,61,partial,3969,0,complete
000970.SZ,000970,SZ,data/stock_1m/SZ/000970.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-04-20,,L,4030,4025,5,partial,4025,0,complete
000972.SZ,000972,SZ,data/stock_1m/SZ/000972.parquet,959473,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-09-26,,L,4030,3982,48,partial,3986,4,partial
000973.SZ,000973,SZ,data/stock_1m/SZ/000973.parquet,968149,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-05-25,,L,4030,4018,12,partial,4018,0,complete
000975.SZ,000975,SZ,data/stock_1m/SZ/000975.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-06-08,,L,4030,4023,7,partial,4023,0,complete
000977.SZ,000977,SZ,data/stock_1m/SZ/000977.parquet,964775,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-06-08,,L,4030,4004,26,partial,4006,2,partial
000978.SZ,000978,SZ,data/stock_1m/SZ/000978.parquet,955376,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-05-18,,L,4030,3965,65,partial,3965,0,complete
000980.SZ,000980,SZ,data/stock_1m/SZ/000980.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-06-16,,L,4030,4030,0,complete,4030,0,complete
000981.SZ,000981,SZ,data/stock_1m/SZ/000981.parquet,961883,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-06-22,,L,4030,3992,38,partial,3992,0,complete
000983.SZ,000983,SZ,data/stock_1m/SZ/000983.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-07-26,,L,4030,4030,0,complete,4030,0,complete
000985.SZ,000985,SZ,data/stock_1m/SZ/000985.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-07-26,,L,4030,4030,0,complete,4030,0,complete
000987.SZ,000987,SZ,data/stock_1m/SZ/000987.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-07-18,,L,4030,4026,4,partial,4026,0,complete
000988.SZ,000988,SZ,data/stock_1m/SZ/000988.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-06-08,,L,4030,4030,0,complete,4030,0,complete
000989.SZ,000989,SZ,data/stock_1m/SZ/000989.parquet,951520,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-06-28,,L,4030,3949,81,partial,3949,0,complete
000990.SZ,000990,SZ,data/stock_1m/SZ/000990.parquet,943085,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-07-06,,L,4030,3914,116,partial,3914,0,complete
000993.SZ,000993,SZ,data/stock_1m/SZ/000993.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-07-31,,L,4030,4030,0,complete,4030,0,complete
000995.SZ,000995,SZ,data/stock_1m/SZ/000995.parquet,841865,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-08-07,,L,4030,3494,536,partial,3885,391,partial
000997.SZ,000997,SZ,data/stock_1m/SZ/000997.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-08-07,,L,4030,4030,0,complete,4030,0,complete
000998.SZ,000998,SZ,data/stock_1m/SZ/000998.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-12-11,,L,4030,4030,0,complete,4030,0,complete
000999.SZ,000999,SZ,data/stock_1m/SZ/000999.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-03-09,,L,4030,4030,0,complete,4030,0,complete
001201.SZ,001201,SZ,data/stock_1m/SZ/001201.parquet,308291,2021-04-28 09:30:00,2026-08-07 10:21:00,2021-04-28,,L,1280,1280,0,complete,1280,0,complete
001202.SZ,001202,SZ,data/stock_1m/SZ/001202.parquet,308050,2021-04-29 09:30:00,2026-08-07 10:21:00,2021-04-29,,L,1279,1279,0,complete,1279,0,complete
001203.SZ,001203,SZ,data/stock_1m/SZ/001203.parquet,307086,2021-05-10 09:30:00,2026-08-07 10:21:00,2021-05-10,,L,1275,1275,0,complete,1275,0,complete
001205.SZ,001205,SZ,data/stock_1m/SZ/001205.parquet,306363,2021-05-13 09:30:00,2026-08-07 10:21:00,2021-05-13,,L,1272,1272,0,complete,1272,0,complete
001206.SZ,001206,SZ,data/stock_1m/SZ/001206.parquet,305640,2021-05-18 09:30:00,2026-08-07 10:21:00,2021-05-18,,L,1269,1269,0,complete,1269,0,complete
001207.SZ,001207,SZ,data/stock_1m/SZ/001207.parquet,299615,2021-06-23 09:30:00,2026-08-07 10:21:00,2021-06-23,,L,1244,1244,0,complete,1244,0,complete
001208.SZ,001208,SZ,data/stock_1m/SZ/001208.parquet,299374,2021-06-24 09:30:00,2026-08-07 10:21:00,2021-06-24,,L,1243,1243,0,complete,1243,0,complete
001209.SZ,001209,SZ,data/stock_1m/SZ/001209.parquet,294313,2021-07-23 09:30:00,2026-08-07 10:21:00,2021-07-23,,L,1222,1222,0,complete,1222,0,complete
001210.SZ,001210,SZ,data/stock_1m/SZ/001210.parquet,293349,2021-07-29 09:30:00,2026-08-07 10:21:00,2021-07-29,,L,1218,1218,0,complete,1218,0,complete
001211.SZ,001211,SZ,data/stock_1m/SZ/001211.parquet,292144,2021-08-05 09:30:00,2026-08-07 10:21:00,2021-08-05,,L,1213,1213,0,complete,1213,0,complete
001212.SZ,001212,SZ,data/stock_1m/SZ/001212.parquet,289252,2021-08-23 09:30:00,2026-08-07 10:21:00,2021-08-23,,L,1201,1201,0,complete,1201,0,complete
001213.SZ,001213,SZ,data/stock_1m/SZ/001213.parquet,286360,2021-09-08 09:30:00,2026-08-07 10:21:00,2021-09-08,,L,1189,1189,0,complete,1189,0,complete
001215.SZ,001215,SZ,data/stock_1m/SZ/001215.parquet,286842,2021-09-06 09:30:00,2026-08-07 10:21:00,2021-09-06,,L,1191,1191,0,complete,1191,0,complete
001216.SZ,001216,SZ,data/stock_1m/SZ/001216.parquet,281058,2021-10-19 09:30:00,2026-08-07 10:21:00,2021-10-19,,L,1167,1167,0,complete,1167,0,complete
001217.SZ,001217,SZ,data/stock_1m/SZ/001217.parquet,283227,2021-09-29 09:30:00,2026-08-07 10:21:00,2021-09-29,,L,1176,1176,0,complete,1176,0,complete
001218.SZ,001218,SZ,data/stock_1m/SZ/001218.parquet,281540,2021-10-15 09:30:00,2026-08-07 10:21:00,2021-10-15,,L,1169,1169,0,complete,1169,0,complete
001219.SZ,001219,SZ,data/stock_1m/SZ/001219.parquet,280576,2021-10-21 09:30:00,2026-08-07 10:21:00,2021-10-21,,L,1165,1165,0,complete,1165,0,complete
001221.SZ,001221,SZ,data/stock_1m/SZ/001221.parquet,59820,2025-07-30 09:30:00,2026-08-07 10:21:00,2025-07-30,,L,249,249,0,complete,249,0,complete
001222.SZ,001222,SZ,data/stock_1m/SZ/001222.parquet,231653,2022-08-18 09:30:00,2026-08-07 10:21:00,2022-08-18,,L,962,962,0,complete,962,0,complete
001223.SZ,001223,SZ,data/stock_1m/SZ/001223.parquet,213337,2022-12-12 09:30:00,2026-08-07 10:21:00,2022-12-12,,L,886,886,0,complete,886,0,complete
001225.SZ,001225,SZ,data/stock_1m/SZ/001225.parquet,202251,2023-02-22 09:30:00,2026-08-07 10:21:00,2023-02-22,,L,840,840,0,complete,840,0,complete
001226.SZ,001226,SZ,data/stock_1m/SZ/001226.parquet,241534,2022-06-22 09:30:00,2026-08-07 10:21:00,2022-06-22,,L,1003,1003,0,complete,1003,0,complete
001227.SZ,001227,SZ,data/stock_1m/SZ/001227.parquet,265875,2022-01-17 09:30:00,2026-08-07 10:21:00,2022-01-17,,L,1104,1104,0,complete,1104,0,complete
001228.SZ,001228,SZ,data/stock_1m/SZ/001228.parquet,249728,2022-04-29 09:30:00,2026-08-07 10:21:00,2022-04-29,,L,1037,1037,0,complete,1037,0,complete
001229.SZ,001229,SZ,data/stock_1m/SZ/001229.parquet,233581,2022-08-08 09:30:00,2026-08-07 10:21:00,2022-08-08,,L,970,970,0,complete,970,0,complete
001230.SZ,001230,SZ,data/stock_1m/SZ/001230.parquet,237437,2022-07-15 09:30:00,2026-08-07 10:21:00,2022-07-15,,L,986,986,0,complete,986,0,complete
001231.SZ,001231,SZ,data/stock_1m/SZ/001231.parquet,231412,2022-08-19 09:30:00,2026-08-07 10:21:00,2022-08-19,,L,961,961,0,complete,961,0,complete
001233.SZ,001233,SZ,data/stock_1m/SZ/001233.parquet,41022,2025-11-25 09:30:00,2026-08-07 10:21:00,2025-11-25,,L,171,171,0,complete,171,0,complete
001234.SZ,001234,SZ,data/stock_1m/SZ/001234.parquet,266839,2022-01-11 09:30:00,2026-08-07 10:21:00,2022-01-11,,L,1108,1108,0,complete,1108,0,complete
001236.SZ,001236,SZ,data/stock_1m/SZ/001236.parquet,233822,2022-08-05 09:30:00,2026-08-07 10:21:00,2022-08-05,,L,971,971,0,complete,971,0,complete
001238.SZ,001238,SZ,data/stock_1m/SZ/001238.parquet,226592,2022-09-19 09:30:00,2026-08-07 10:21:00,2022-09-19,,L,941,941,0,complete,941,0,complete
001239.SZ,001239,SZ,data/stock_1m/SZ/001239.parquet,154774,2023-12-12 09:30:00,2026-08-07 10:21:00,2023-12-12,,L,643,643,0,complete,643,0,complete
001255.SZ,001255,SZ,data/stock_1m/SZ/001255.parquet,224423,2022-09-30 09:30:00,2026-08-07 10:21:00,2022-09-30,,L,932,932,0,complete,932,0,complete
001256.SZ,001256,SZ,data/stock_1m/SZ/001256.parquet,214542,2022-12-05 09:30:00,2026-08-07 10:21:00,2022-12-05,,L,891,891,0,complete,891,0,complete
001258.SZ,001258,SZ,data/stock_1m/SZ/001258.parquet,235509,2022-07-27 09:30:00,2026-08-07 10:21:00,2022-07-27,,L,978,978,0,complete,978,0,complete
001259.SZ,001259,SZ,data/stock_1m/SZ/001259.parquet,229484,2022-08-31 09:30:00,2026-08-07 10:21:00,2022-08-31,,L,953,953,0,complete,953,0,complete
001260.SZ,001260,SZ,data/stock_1m/SZ/001260.parquet,203215,2023-02-16 09:30:00,2026-08-07 10:21:00,2023-02-16,,L,844,844,0,complete,844,0,complete
001266.SZ,001266,SZ,data/stock_1m/SZ/001266.parquet,259850,2022-02-28 09:30:00,2026-08-07 10:21:00,2022-02-28,,L,1079,1079,0,complete,1079,0,complete
001267.SZ,001267,SZ,data/stock_1m/SZ/001267.parquet,275997,2021-11-17 09:30:00,2026-08-07 10:21:00,2021-11-17,,L,1146,1146,0,complete,1146,0,complete
001268.SZ,001268,SZ,data/stock_1m/SZ/001268.parquet,240088,2022-06-30 09:30:00,2026-08-07 10:21:00,2022-06-30,,L,997,997,0,complete,997,0,complete
001269.SZ,001269,SZ,data/stock_1m/SZ/001269.parquet,224423,2022-09-30 09:30:00,2026-08-07 10:21:00,2022-09-30,,L,932,932,0,complete,932,0,complete
001270.SZ,001270,SZ,data/stock_1m/SZ/001270.parquet,244185,2022-06-06 09:30:00,2026-08-07 10:21:00,2022-06-06,,L,1015,1014,1,partial,1014,0,complete
001277.SZ,001277,SZ,data/stock_1m/SZ/001277.parquet,112117,2024-09-03 09:30:00,2026-08-07 10:21:00,2024-09-03,,L,466,466,0,complete,466,0,complete
