_norm_symbol,symbol,exchange,file,records,first_timestamp,last_timestamp,listing_date,delisting_date,universe_status,expected_trading_days,observed_trading_days,missing_trading_days,coverage_status,audited_expected_trading_days,audited_missing_trading_days,audited_coverage_status
000001.SZ,000001,SZ,data/stock_1m/SZ/000001.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1991-04-03,,L,4030,4030,0,complete,4030,0,complete
000002.SZ,000002,SZ,data/stock_1m/SZ/000002.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1991-01-29,,L,4030,4030,0,complete,4030,0,complete
000004.SZ,000004,SZ,data/stock_1m/SZ/000004.parquet,962170,2010-01-04 09:30:00,2026-07-13 15:00:00,1990-12-01,,L,4030,4008,22,partial,4027,19,partial
000006.SZ,000006,SZ,data/stock_1m/SZ/000006.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-04-27,,L,4030,4030,0,complete,4030,0,complete
000007.SZ,000007,SZ,data/stock_1m/SZ/000007.parquet,956581,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-04-13,,L,4030,3970,60,partial,3994,24,partial
000008.SZ,000008,SZ,data/stock_1m/SZ/000008.parquet,951520,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-05-07,,L,4030,3949,81,partial,3972,23,partial
000009.SZ,000009,SZ,data/stock_1m/SZ/000009.parquet,963570,2010-01-04 09:30:00,2026-08-07 10:21:00,1991-06-25,,L,4030,3999,31,partial,4003,4,partial
000010.SZ,000010,SZ,data/stock_1m/SZ/000010.parquet,947182,2010-01-04 09:30:00,2026-08-07 10:21:00,1995-10-27,,L,4030,3931,99,partial,3933,2,partial
000011.SZ,000011,SZ,data/stock_1m/SZ/000011.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-03-30,,L,4030,4030,0,complete,4030,0,complete
000012.SZ,000012,SZ,data/stock_1m/SZ/000012.parquet,965257,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-02-28,,L,4030,4006,24,partial,4006,0,complete
000014.SZ,000014,SZ,data/stock_1m/SZ/000014.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-06-02,,L,4030,4030,0,complete,4030,0,complete
000016.SZ,000016,SZ,data/stock_1m/SZ/000016.parquet,958268,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-03-27,,L,4030,3977,53,partial,3977,0,complete
000017.SZ,000017,SZ,data/stock_1m/SZ/000017.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-03-31,,L,4030,4030,0,complete,4030,0,complete
000019.SZ,000019,SZ,data/stock_1m/SZ/000019.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-10-12,,L,4030,4030,0,complete,4030,0,complete
000020.SZ,000020,SZ,data/stock_1m/SZ/000020.parquet,956822,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-04-28,,L,4030,3971,59,partial,3971,0,complete
000021.SZ,000021,SZ,data/stock_1m/SZ/000021.parquet,966462,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-02-02,,L,4030,4011,19,partial,4011,0,complete
000025.SZ,000025,SZ,data/stock_1m/SZ/000025.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-06-21,,L,4030,4030,0,complete,4030,0,complete
000026.SZ,000026,SZ,data/stock_1m/SZ/000026.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-06-03,,L,4030,4023,7,partial,4023,0,complete
000027.SZ,000027,SZ,data/stock_1m/SZ/000027.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-09-03,,L,4030,4030,0,complete,4030,0,complete
000028.SZ,000028,SZ,data/stock_1m/SZ/000028.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-08-09,,L,4030,4030,0,complete,4030,0,complete
000029.SZ,000029,SZ,data/stock_1m/SZ/000029.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-09-15,,L,4030,4030,0,complete,4030,0,complete
000030.SZ,000030,SZ,data/stock_1m/SZ/000030.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-09-29,,L,4030,4030,0,complete,4030,0,complete
000031.SZ,000031,SZ,data/stock_1m/SZ/000031.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-10-08,,L,4030,4030,0,complete,4030,0,complete
000032.SZ,000032,SZ,data/stock_1m/SZ/000032.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-10-28,,L,4030,4030,0,complete,4030,0,complete
000034.SZ,000034,SZ,data/stock_1m/SZ/000034.parquet,946700,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-05-09,,L,4030,3929,101,partial,3929,0,complete
000035.SZ,000035,SZ,data/stock_1m/SZ/000035.parquet,959714,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-04-08,,L,4030,3983,47,partial,3994,11,partial
000036.SZ,000036,SZ,data/stock_1m/SZ/000036.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-06-17,,L,4030,4023,7,partial,4025,2,partial
000037.SZ,000037,SZ,data/stock_1m/SZ/000037.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-07-01,,L,4030,4029,1,partial,4029,0,complete
000039.SZ,000039,SZ,data/stock_1m/SZ/000039.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-04-08,,L,4030,4029,1,partial,4029,0,complete
000042.SZ,000042,SZ,data/stock_1m/SZ/000042.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-09-21,,L,4030,4025,5,partial,4025,0,complete
000045.SZ,000045,SZ,data/stock_1m/SZ/000045.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-08-15,,L,4030,4029,1,partial,4029,0,complete
000048.SZ,000048,SZ,data/stock_1m/SZ/000048.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-11-01,,L,4030,4023,7,partial,4023,0,complete
000049.SZ,000049,SZ,data/stock_1m/SZ/000049.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1995-03-20,,L,4030,4029,1,partial,4029,0,complete
000050.SZ,000050,SZ,data/stock_1m/SZ/000050.parquet,967908,2010-01-04 09:30:00,2026-08-07 10:21:00,1995-03-15,,L,4030,4017,13,partial,4017,0,complete
000055.SZ,000055,SZ,data/stock_1m/SZ/000055.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-04-15,,L,4030,4026,4,partial,4026,0,complete
000056.SZ,000056,SZ,data/stock_1m/SZ/000056.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-07-08,,L,4030,4025,5,partial,4025,0,complete
000058.SZ,000058,SZ,data/stock_1m/SZ/000058.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-12-26,,L,4030,4026,4,partial,4026,0,complete
000059.SZ,000059,SZ,data/stock_1m/SZ/000059.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-30,,L,4030,4029,1,partial,4029,0,complete
000060.SZ,000060,SZ,data/stock_1m/SZ/000060.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-23,,L,4030,4025,5,partial,4025,0,complete
000061.SZ,000061,SZ,data/stock_1m/SZ/000061.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-10,,L,4030,4030,0,complete,4030,0,complete
000062.SZ,000062,SZ,data/stock_1m/SZ/000062.parquet,958027,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-01-30,,L,4030,3976,54,partial,3976,0,complete
000063.SZ,000063,SZ,data/stock_1m/SZ/000063.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-11-18,,L,4030,4027,3,partial,4027,0,complete
000065.SZ,000065,SZ,data/stock_1m/SZ/000065.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-06-05,,L,4030,4030,0,complete,4030,0,complete
000066.SZ,000066,SZ,data/stock_1m/SZ/000066.parquet,959955,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-26,,L,4030,3984,46,partial,3984,0,complete
000068.SZ,000068,SZ,data/stock_1m/SZ/000068.parquet,945495,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-11,,L,4030,3924,106,partial,3924,0,complete
000069.SZ,000069,SZ,data/stock_1m/SZ/000069.parquet,960437,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-09-10,,L,4030,3986,44,partial,3986,0,complete
000070.SZ,000070,SZ,data/stock_1m/SZ/000070.parquet,952725,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-05-11,,L,4030,3954,76,partial,3954,0,complete
000078.SZ,000078,SZ,data/stock_1m/SZ/000078.parquet,967667,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-12-18,,L,4030,4016,14,partial,4016,0,complete
000088.SZ,000088,SZ,data/stock_1m/SZ/000088.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-07-28,,L,4030,4030,0,complete,4030,0,complete
000089.SZ,000089,SZ,data/stock_1m/SZ/000089.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-04-20,,L,4030,4028,2,partial,4028,0,complete
000090.SZ,000090,SZ,data/stock_1m/SZ/000090.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1999-07-21,,L,4030,4023,7,partial,4023,0,complete
000096.SZ,000096,SZ,data/stock_1m/SZ/000096.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-07-24,,L,4030,4030,0,complete,4030,0,complete
000099.SZ,000099,SZ,data/stock_1m/SZ/000099.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-07-31,,L,4030,4030,0,complete,4030,0,complete
000100.SZ,000100,SZ,data/stock_1m/SZ/000100.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-01-30,,L,4030,4030,0,complete,4030,0,complete
000151.SZ,000151,SZ,data/stock_1m/SZ/000151.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-09-06,,L,4030,4030,0,complete,4030,0,complete
000153.SZ,000153,SZ,data/stock_1m/SZ/000153.parquet,965980,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-09-20,,L,4030,4009,21,partial,4009,0,complete
000155.SZ,000155,SZ,data/stock_1m/SZ/000155.parquet,964775,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-09-26,,L,4030,4004,26,partial,4028,24,partial
000156.SZ,000156,SZ,data/stock_1m/SZ/000156.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-09-06,,L,4030,4029,1,partial,4029,0,complete
000157.SZ,000157,SZ,data/stock_1m/SZ/000157.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-10-12,,L,4030,4029,1,partial,4029,0,complete
000158.SZ,000158,SZ,data/stock_1m/SZ/000158.parquet,968390,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-07-24,,L,4030,4019,11,partial,4019,0,complete
000159.SZ,000159,SZ,data/stock_1m/SZ/000159.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-09-26,,L,4030,4030,0,complete,4030,0,complete
000166.SZ,000166,SZ,data/stock_1m/SZ/000166.parquet,675093,2015-01-26 09:30:00,2026-08-07 10:21:00,2015-01-26,,L,2803,2802,1,partial,2802,0,complete
000301.SZ,000301,SZ,data/stock_1m/SZ/000301.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-05-29,,L,4030,4025,5,partial,4025,0,complete
000333.SZ,000333,SZ,data/stock_1m/SZ/000333.parquet,753659,2013-09-18 09:30:00,2026-08-07 10:21:00,2013-09-18,,L,3131,3128,3,partial,3128,0,complete
000338.SZ,000338,SZ,data/stock_1m/SZ/000338.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2007-04-30,,L,4030,4030,0,complete,4030,0,complete
000400.SZ,000400,SZ,data/stock_1m/SZ/000400.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-04-18,,L,4030,4030,0,complete,4030,0,complete
000401.SZ,000401,SZ,data/stock_1m/SZ/000401.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-06-14,,L,4030,4030,0,complete,4030,0,complete
000402.SZ,000402,SZ,data/stock_1m/SZ/000402.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-06-26,,L,4030,4030,0,complete,4030,0,complete
000403.SZ,000403,SZ,data/stock_1m/SZ/000403.parquet,938506,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-06-28,,L,4030,3895,135,partial,3895,0,complete
000404.SZ,000404,SZ,data/stock_1m/SZ/000404.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-06-19,,L,4030,4030,0,complete,4030,0,complete
000407.SZ,000407,SZ,data/stock_1m/SZ/000407.parquet,965016,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-07-03,,L,4030,4005,25,partial,4005,0,complete
000408.SZ,000408,SZ,data/stock_1m/SZ/000408.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-06-28,,L,4030,4024,6,partial,4024,0,complete
000409.SZ,000409,SZ,data/stock_1m/SZ/000409.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-06-27,,L,4030,4026,4,partial,4026,0,complete
000410.SZ,000410,SZ,data/stock_1m/SZ/000410.parquet,963329,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-07-18,,L,4030,3998,32,partial,3998,0,complete
000411.SZ,000411,SZ,data/stock_1m/SZ/000411.parquet,946218,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-07-16,,L,4030,3927,103,partial,3927,0,complete
000415.SZ,000415,SZ,data/stock_1m/SZ/000415.parquet,955376,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-07-16,,L,4030,3965,65,partial,3965,0,complete
000417.SZ,000417,SZ,data/stock_1m/SZ/000417.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-12,,L,4030,4026,4,partial,4029,3,partial
000419.SZ,000419,SZ,data/stock_1m/SZ/000419.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-16,,L,4030,4030,0,complete,4030,0,complete
000420.SZ,000420,SZ,data/stock_1m/SZ/000420.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-02,,L,4030,4025,5,partial,4025,0,complete
000421.SZ,000421,SZ,data/stock_1m/SZ/000421.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-06,,L,4030,4024,6,partial,4024,0,complete
000422.SZ,000422,SZ,data/stock_1m/SZ/000422.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-15,,L,4030,4030,0,complete,4030,0,complete
000423.SZ,000423,SZ,data/stock_1m/SZ/000423.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-07-29,,L,4030,4030,0,complete,4030,0,complete
000425.SZ,000425,SZ,data/stock_1m/SZ/000425.parquet,969354,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-28,,L,4030,4023,7,partial,4023,0,complete
000426.SZ,000426,SZ,data/stock_1m/SZ/000426.parquet,950797,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-28,,L,4030,3946,84,partial,3946,0,complete
000428.SZ,000428,SZ,data/stock_1m/SZ/000428.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-08,,L,4030,4029,1,partial,4029,0,complete
000429.SZ,000429,SZ,data/stock_1m/SZ/000429.parquet,954894,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-02-20,,L,4030,3963,67,partial,3963,0,complete
000430.SZ,000430,SZ,data/stock_1m/SZ/000430.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1996-08-29,,L,4030,4026,4,partial,4026,0,complete
000488.SZ,000488,SZ,data/stock_1m/SZ/000488.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2000-11-20,,L,4030,4030,0,complete,4030,0,complete
000498.SZ,000498,SZ,data/stock_1m/SZ/000498.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-06-09,,L,4030,4025,5,partial,4025,0,complete
000501.SZ,000501,SZ,data/stock_1m/SZ/000501.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-11-20,,L,4030,4022,8,partial,4022,0,complete
000503.SZ,000503,SZ,data/stock_1m/SZ/000503.parquet,958268,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-11-30,,L,4030,3977,53,partial,3977,0,complete
000504.SZ,000504,SZ,data/stock_1m/SZ/000504.parquet,959233,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-12-08,,L,4030,3982,48,partial,3982,0,complete
000505.SZ,000505,SZ,data/stock_1m/SZ/000505.parquet,970800,2010-01-04 09:30:00,2026-08-07 10:21:00,1992-12-21,,L,4030,4029,1,partial,4029,0,complete
000506.SZ,000506,SZ,data/stock_1m/SZ/000506.parquet,952243,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-03-12,,L,4030,3952,78,partial,3952,0,complete
000507.SZ,000507,SZ,data/stock_1m/SZ/000507.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-03-26,,L,4030,4026,4,partial,4026,0,complete
000509.SZ,000509,SZ,data/stock_1m/SZ/000509.parquet,965257,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-05-07,,L,4030,4006,24,partial,4006,0,complete
000510.SZ,000510,SZ,data/stock_1m/SZ/000510.parquet,947423,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-05-07,,L,4030,3932,98,partial,3932,0,complete
000513.SZ,000513,SZ,data/stock_1m/SZ/000513.parquet,967667,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-10-28,,L,4030,4016,14,partial,4016,0,complete
000514.SZ,000514,SZ,data/stock_1m/SZ/000514.parquet,958750,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-07-12,,L,4030,3979,51,partial,3979,0,complete
000516.SZ,000516,SZ,data/stock_1m/SZ/000516.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-08-09,,L,4030,4025,5,partial,4025,0,complete
000517.SZ,000517,SZ,data/stock_1m/SZ/000517.parquet,968631,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-08-06,,L,4030,4020,10,partial,4020,0,complete
000518.SZ,000518,SZ,data/stock_1m/SZ/000518.parquet,947905,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-09-08,,L,4030,3934,96,partial,3934,0,complete
000519.SZ,000519,SZ,data/stock_1m/SZ/000519.parquet,959714,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-10-08,,L,4030,3983,47,partial,3983,0,complete
000520.SZ,000520,SZ,data/stock_1m/SZ/000520.parquet,934650,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-10-25,,L,4030,3879,151,partial,4025,146,partial
000521.SZ,000521,SZ,data/stock_1m/SZ/000521.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-10-18,,L,4030,4030,0,complete,4030,0,complete
000523.SZ,000523,SZ,data/stock_1m/SZ/000523.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-08,,L,4030,4026,4,partial,4026,0,complete
000524.SZ,000524,SZ,data/stock_1m/SZ/000524.parquet,968872,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-18,,L,4030,4021,9,partial,4021,0,complete
000525.SZ,000525,SZ,data/stock_1m/SZ/000525.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-10-28,,L,4030,4025,5,partial,4025,0,complete
000526.SZ,000526,SZ,data/stock_1m/SZ/000526.parquet,943085,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-01,,L,4030,3914,116,partial,3914,0,complete
000528.SZ,000528,SZ,data/stock_1m/SZ/000528.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-18,,L,4030,4030,0,complete,4030,0,complete
000529.SZ,000529,SZ,data/stock_1m/SZ/000529.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-18,,L,4030,4024,6,partial,4024,0,complete
000530.SZ,000530,SZ,data/stock_1m/SZ/000530.parquet,968390,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-08,,L,4030,4019,11,partial,4019,0,complete
000531.SZ,000531,SZ,data/stock_1m/SZ/000531.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-06,,L,4030,4030,0,complete,4030,0,complete
000532.SZ,000532,SZ,data/stock_1m/SZ/000532.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-03,,L,4030,4028,2,partial,4028,0,complete
000533.SZ,000533,SZ,data/stock_1m/SZ/000533.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-03,,L,4030,4028,2,partial,4028,0,complete
000534.SZ,000534,SZ,data/stock_1m/SZ/000534.parquet,953689,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-10,,L,4030,3958,72,partial,3958,0,complete
000536.SZ,000536,SZ,data/stock_1m/SZ/000536.parquet,966462,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-26,,L,4030,4011,19,partial,4011,0,complete
000537.SZ,000537,SZ,data/stock_1m/SZ/000537.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-10,,L,4030,4025,5,partial,4025,0,complete
000538.SZ,000538,SZ,data/stock_1m/SZ/000538.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-15,,L,4030,4030,0,complete,4030,0,complete
000539.SZ,000539,SZ,data/stock_1m/SZ/000539.parquet,965257,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-26,,L,4030,4006,24,partial,4006,0,complete
000541.SZ,000541,SZ,data/stock_1m/SZ/000541.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-23,,L,4030,4025,5,partial,4025,0,complete
000543.SZ,000543,SZ,data/stock_1m/SZ/000543.parquet,966703,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-20,,L,4030,4012,18,partial,4012,0,complete
000544.SZ,000544,SZ,data/stock_1m/SZ/000544.parquet,963570,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-08,,L,4030,3999,31,partial,3999,0,complete
000545.SZ,000545,SZ,data/stock_1m/SZ/000545.parquet,955858,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-15,,L,4030,3967,63,partial,3967,0,complete
000546.SZ,000546,SZ,data/stock_1m/SZ/000546.parquet,969836,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-15,,L,4030,4025,5,partial,4025,0,complete
000547.SZ,000547,SZ,data/stock_1m/SZ/000547.parquet,968872,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-11-30,,L,4030,4021,9,partial,4021,0,complete
000548.SZ,000548,SZ,data/stock_1m/SZ/000548.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-20,,L,4030,4030,0,complete,4030,0,complete
000550.SZ,000550,SZ,data/stock_1m/SZ/000550.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-01,,L,4030,4030,0,complete,4030,0,complete
000551.SZ,000551,SZ,data/stock_1m/SZ/000551.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-06,,L,4030,4027,3,partial,4027,0,complete
000552.SZ,000552,SZ,data/stock_1m/SZ/000552.parquet,968872,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-06,,L,4030,4021,9,partial,4021,0,complete
000553.SZ,000553,SZ,data/stock_1m/SZ/000553.parquet,967908,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-03,,L,4030,4017,13,partial,4017,0,complete
000554.SZ,000554,SZ,data/stock_1m/SZ/000554.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1993-12-15,,L,4030,4030,0,complete,4030,0,complete
000555.SZ,000555,SZ,data/stock_1m/SZ/000555.parquet,964293,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-04-08,,L,4030,4002,28,partial,4002,0,complete
000557.SZ,000557,SZ,data/stock_1m/SZ/000557.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-06-17,,L,4030,4024,6,partial,4024,0,complete
000558.SZ,000558,SZ,data/stock_1m/SZ/000558.parquet,964775,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-05-09,,L,4030,4004,26,partial,4004,0,complete
000559.SZ,000559,SZ,data/stock_1m/SZ/000559.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-10,,L,4030,4030,0,complete,4030,0,complete
000560.SZ,000560,SZ,data/stock_1m/SZ/000560.parquet,968149,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-02-02,,L,4030,4018,12,partial,4018,0,complete
000561.SZ,000561,SZ,data/stock_1m/SZ/000561.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-05-09,,L,4030,4030,0,complete,4030,0,complete
000563.SZ,000563,SZ,data/stock_1m/SZ/000563.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-10,,L,4030,4030,0,complete,4030,0,complete
000564.SZ,000564,SZ,data/stock_1m/SZ/000564.parquet,938024,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-01-10,,L,4030,3893,137,partial,3893,0,complete
000565.SZ,000565,SZ,data/stock_1m/SZ/000565.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-04-08,,L,4030,4030,0,complete,4030,0,complete
000566.SZ,000566,SZ,data/stock_1m/SZ/000566.parquet,959955,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-05-25,,L,4030,3984,46,partial,3984,0,complete
000567.SZ,000567,SZ,data/stock_1m/SZ/000567.parquet,962606,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-05-25,,L,4030,3995,35,partial,3995,0,complete
000568.SZ,000568,SZ,data/stock_1m/SZ/000568.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-05-09,,L,4030,4030,0,complete,4030,0,complete
000570.SZ,000570,SZ,data/stock_1m/SZ/000570.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-07-01,,L,4030,4030,0,complete,4030,0,complete
000571.SZ,000571,SZ,data/stock_1m/SZ/000571.parquet,968631,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-05-25,,L,4030,4020,10,partial,4020,0,complete
000572.SZ,000572,SZ,data/stock_1m/SZ/000572.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-08-08,,L,4030,4030,0,complete,4030,0,complete
000573.SZ,000573,SZ,data/stock_1m/SZ/000573.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-08-15,,L,4030,4030,0,complete,4030,0,complete
000576.SZ,000576,SZ,data/stock_1m/SZ/000576.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1994-09-07,,L,4030,4030,0,complete,4030,0,complete
000581.SZ,000581,SZ,data/stock_1m/SZ/000581.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-09-24,,L,4030,4026,4,partial,4026,0,complete
000582.SZ,000582,SZ,data/stock_1m/SZ/000582.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,1995-11-02,,L,4030,4030,0,complete,4030,0,complete
000586.SZ,000586,SZ,data/stock_1m/SZ/000586.parquet,955135,2010-01-04 09:30:00,2026-08-07 10:21:00,1995-12-20,,L,4030,3964,66,partial,3964,0,complete
